source_file,matrix_title,institute,institute_code,program,quota,open,open_pwd,general_ews,general_ews_pwd,obc,obc_pwd,sc,sc_pwd,st,st_pwd,total_seats
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Government Medical College, Virudhunagar",200555,MBBS,All India,9,0,1,1,5,1,2,1,1,1,22
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Government of Medical College and Hospital, Balasore",200437,MBBS,All India,6,0,2,0,4,0,2,0,1,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Govt institute of Medcial Sciences, GREATER NOIDA",200486,MBBS,All India,6,1,1,0,4,0,2,0,1,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),Govt Medical College Badaun,200493,MBBS,All India,5,0,2,0,4,0,3,0,1,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),Govt Medical College Baramati,200497,MBBS,All India,6,1,1,0,4,0,1,1,1,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),Govt Medical College Barmer Rajasthan,200478,MBBS,All India,8,0,2,0,6,0,3,0,1,0,20
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),Govt Medical College Basti,200490,MBBS,All India,7,0,0,1,3,1,1,1,1,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),Govt Medical College Faizabad,200489,MBBS,All India,5,0,2,0,4,0,3,0,1,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),Govt Medical College Firozabad,200473,MBBS,All India,6,0,2,0,4,0,2,0,1,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),Govt Medical College Kannur,200485,MBBS,All India,7,0,1,0,4,0,2,0,1,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),Govt Medical College Nalgonda,200482,MBBS,All India,8,1,2,0,6,0,3,0,2,0,22
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),Govt Medical College Ratlam,200479,MBBS,All India,11,0,3,0,6,1,4,0,2,0,27
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),Govt Medical College Shahdol,200471,MBBS,All India,6,1,1,0,4,0,1,1,1,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),Govt Medical college Shivpuri,200488,MBBS,All India,7,0,1,0,3,1,2,0,1,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),Govt Medical College Vikarabad,200648,MBBS,All India,5,1,1,0,4,0,2,0,2,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),GOVT MEDICAL COLLEGE VIZIANAGARAM,200668,MBBS,All India,10,0,1,0,6,0,3,0,2,0,22
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Govt Medical College, Churu",200430,MBBS,All India,10,0,2,0,6,0,3,0,2,0,23
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Govt Medical College, Dungarpur",200429,MBBS,All India,7,1,2,0,6,0,4,0,2,0,22
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Govt Medical College, Ernakulam",200187,MBBS,All India,8,0,1,0,5,0,2,0,1,0,17
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Govt Medical College, Idukki",200593,MBBS,All India,6,0,2,0,4,0,2,0,1,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Govt Medical College, Jogulamba, Gadwal",902818,MBBS,All India,4,0,0,0,1,1,1,0,0,0,7
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Govt Medical College, Mulugu, Telangana",902819,MBBS,All India,2,0,1,0,2,0,1,0,1,0,7
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Govt Medical College, Palakkad",200188,MBBS,All India,6,0,2,0,4,0,2,0,1,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"GOVT MEDICAL COLLEGE, WANAPARTHY",200600,MBBS,All India,8,1,2,0,5,1,2,1,1,1,22
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"GOVT. DHARAMAPURI MED COLL,DHARMAPURI",200262,MBBS,All India,7,0,1,0,4,0,2,0,1,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"GOVT. KILPAUK MEDICAL COLLEGE,CHENNAI",200263,MBBS,All India,9,0,2,0,6,0,4,0,1,0,22
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Govt. Medical College and Hospital, Chandrapur",200216,MBBS,All India,8,0,2,0,5,1,4,0,2,0,22
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),Govt. Medical College Jayashankar Bhupalpally,200659,MBBS,All India,7,0,1,0,4,0,2,0,1,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),Govt. Medical College Karur,200499,MBBS,All India,7,1,2,0,6,0,4,0,2,0,22
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Govt. Medical College, Jammu",200619,MBBS,All India,10,1,2,0,7,1,3,1,2,0,27
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Govt. Medical College, Kannauj",200293,MBBS,All India,6,0,1,0,4,0,2,1,1,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Govt. Medical College, Khandwa",200480,MBBS,All India,6,0,2,0,5,0,3,0,2,0,18
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"GOVT. MEDICAL COLLEGE, KOTTAYAM",200193,MBBS,All India,10,1,2,0,6,1,4,0,2,0,26
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"GOVT. MEDICAL COLLEGE, KOZHIKODE",200194,MBBS,All India,13,1,4,0,10,0,5,1,2,1,37
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Govt. Medical College, Kumuram Bheem Asifabad",200647,MBBS,All India,6,0,1,0,4,0,3,0,1,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"GOVT. MEDICAL COLLEGE, NAGPUR",200217,MBBS,All India,15,1,4,0,10,0,5,1,1,1,38
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Govt. Medical College, Sirohi (rajasthan)",200614,MBBS,All India,5,1,2,0,3,1,2,0,1,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Govt. Medical College, Srinagar",200629,MBBS,All India,10,1,2,1,7,0,4,0,2,0,27
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Govt. Medical College, Udhampur",200685,MBBS,All India,6,0,2,0,3,1,2,0,1,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"GOVT. MEDICAL COLLEGE,AURANGABAD",200218,MBBS,All India,11,1,3,0,8,0,4,0,3,0,30
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"GOVT. MEDICAL COLLEGE,PATIALA",200244,MBBS,All India,13,1,4,0,9,1,6,0,3,0,37
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"GOVT. MEDICAL COLLEGE,TIRUNELVELI",200265,MBBS,All India,16,0,3,0,9,1,6,0,2,0,37
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"GOVT. MOHAN KUMARAMANGALAM M.C.,SALEM",200266,MBBS,All India,4,1,1,1,4,0,1,1,2,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Govt. Pudukkottai Medical College Hopt., Pudukkott",200267,MBBS,All India,10,0,2,0,6,0,3,0,1,0,22
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),Govt. Sivgangai M. C. Sivagangai,200268,MBBS,All India,6,1,1,0,4,0,2,0,1,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"GOVT. VELLORE MEDICAL COLLEGE, VELLORE",200269,MBBS,All India,5,0,2,0,3,1,3,0,1,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"GOVT.MEDICAL COLLEGE, AMRITSAR",200246,MBBS,All India,15,1,2,1,10,1,4,1,3,0,38
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"GOVT.MEDICAL COLLEGE, KOTA",200250,MBBS,All India,14,1,4,0,10,0,5,0,3,0,37
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"GOVT.MEDICAL COLLEGE, THRISSUR",200195,MBBS,All India,10,0,3,0,6,1,4,0,2,0,26
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"GOVT.MEDICAL COLLEGE,THIRUVANANTHAPURAM(200196 )",,MBBS,All India,16,1,3,0,10,0,5,0,2,0,37
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"GRANT MEDICAL COLL & SIR J.J.HOSP,MUMBAI",200219,MBBS,All India,16,0,3,0,9,1,6,0,3,0,38
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"GTMC, THIRUVARUR",200270,MBBS,All India,6,0,1,0,4,0,2,0,2,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Gulbarga Institute of Medical Sciences, Gulbarga",200171,MBBS,All India,8,0,3,0,6,0,3,0,2,0,22
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"GUNTUR MEDICAL COLLEGE, GUNTUR",200423,MBBS,All India,15,1,3,0,10,0,6,0,2,0,37
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"GURU GOVIND SINGH MED COLL,FARIDKOT",200247,MBBS,All India,9,0,2,0,5,0,4,0,2,0,22
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"GUWAHATI MEDICAL COLLEGE, GUWAHATI",200104,MBBS,All India,11,1,3,0,9,0,4,0,2,0,30
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"GVMC, VILLUPURAM",200271,MBBS,All India,6,0,2,0,4,0,2,0,1,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"HASSAN INST. MEDICAL SCIENCES, HASSAN",200172,MBBS,All India,9,1,1,1,5,1,4,0,1,0,23
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Haveri Institute of Medical Sciences, Karnataka",200610,MBBS,All India,9,0,2,0,5,1,3,0,2,0,22
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Hinduhridayasamrat Balasaheb Thackeray Medical College and Dr. R. N. Cooper Municipal General Hospital, Maharashtra",200206,MBBS,All India,11,1,3,0,8,0,5,0,2,0,30
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"INDIRA GANDHI GOVT.MEDICAL COLL., NAGPUR",200220,MBBS,All India,11,1,4,0,8,0,4,0,2,0,30
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Indira Gandhi Institute of Medical Sciences, Patna",200112,MBBS,All India,8,0,1,1,5,0,2,0,1,0,18
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"INDIRA GANDHI MEDICAL COLL., SHIMLA",200154,MBBS,All India,8,0,2,0,4,1,2,0,1,0,18
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Indira Gandhi Medical College & RI, Puducherry",200241,MBBS,All India,11,0,3,0,7,0,4,0,2,0,27
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"INST OF PG MED EDU & RESEARCH,KOLKATA",200314,MBBS,All India,10,1,3,0,7,1,5,0,3,0,30
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"IRT Perundurai Medical College, Perundurai",200272,MBBS,All India,4,1,2,0,4,0,3,0,1,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Jannayak Karpoori Thakur Medical college and Hospital, Madhepura",200589,MBBS,All India,5,0,2,0,5,0,2,0,1,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"JAWAHAR LAL NEHRU MEDICAL, AJMER",200251,MBBS,All India,15,1,3,0,9,1,5,1,2,1,38
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Jawaharlal Nehru Medical College, Bhagalpur",200113,MBBS,All India,6,1,1,0,4,1,3,0,2,0,18
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"JHALAWAR MEDICAL COLLEGE, Jhalawar",200252,MBBS,All India,10,0,3,1,8,0,5,0,3,0,30
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Jhargram Government Medical College and Hospital, West Bengal",200641,MBBS,All India,6,1,1,0,4,0,2,0,1,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"JLN IMS, IMPHAL",200232,MBBS,All India,10,0,1,1,6,0,2,1,0,1,22
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Jorhat Medical College and Hospital, JORHAT",200105,MBBS,All India,7,0,2,1,5,0,3,0,1,0,19
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"K.A.P. VISWANATHAM Govt Medical College,TIRUCHIRAPALLI",200273,MBBS,All India,10,0,1,0,5,1,3,0,2,0,22
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),Kakatiya Medical College Warangal,200453,MBBS,All India,11,1,3,0,8,0,4,1,1,1,30
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Kalpana Chawla Govt. Medical College, Karnal",200148,MBBS,All India,7,0,2,0,5,0,3,0,1,0,18
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Kalyan Singh Government Medical College, Bulandshahr , Uttar Prades",902815,MBBS,All India,6,0,2,0,3,1,2,0,1,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"KANYAKUMARI GOVT. MED. COLL.,ASARIPALLAM",200274,MBBS,All India,8,1,3,0,6,0,2,1,0,1,22
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"KARNATAK INST. OF MEDICAL SC.,HUBLI",200173,MBBS,All India,11,1,3,0,8,0,4,0,3,0,30
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Karwar Institute of Medical Sciences, Karwar",200174,MBBS,All India,10,0,2,0,6,1,3,0,1,0,23
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"KGMC, LUCKNOW",200296,MBBS,All India,14,1,4,0,9,1,5,0,3,0,37
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Kodagu Institute of Medical Sciences, Kodagu",200175,MBBS,All India,8,0,2,0,6,0,3,1,2,0,22
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),Kokrajhar Medical College & Hospital Rangalikhata,200652,MBBS,All India,6,0,2,0,4,0,2,0,1,0,15
